ISSUE_DATE,ID,PURPOSE,VERIFICATION_STATUS,GRADE,HOME_OWNERSHIP,ADDRESS_STATE,LOAN_STATUS,EMP_LENGTH,EMP_TITLE,LAST_CREDIT_PULL_DATE,LAST_PAYMENT_DATE,NEXT_PAYMENT_DATE,MEMBER_ID,SUB_GRADE,TERM,ANNUAL_INCOME,DTI,INSTALLMENT,INT_RATE,LOAN_AMOUNT,TOTAL_ACC,TOTAL_PAYMENT
08-01-2021,209392,major purchase,Not Verified,A,RENT,MN,Fully Paid,4 years,St Lukes Hospital,11-01-2021,11-01-2021,11-02-2021,209350,A5, 36 months,35064,0.1896,63.03,0.0838,2000,13,2268
08-01-2021,193586,major purchase,Not Verified,C,RENT,WA,Fully Paid,1 year,Exeter House,13-03-2021,11-01-2021,11-02-2021,193526,C2, 36 months,25920,0.0556,292.91,0.1059,9000,8,10545
08-01-2021,215865,major purchase,Not Verified,D,RENT,NY,Fully Paid,3 years,Sorrento Lactalis,14-10-2021,11-01-2021,11-02-2021,215855,D2, 36 months,60000,0.2006,563.4,0.1267,16800,32,20282
08-01-2021,215142,medical,Not Verified,A,MORTGAGE,NJ,Fully Paid,< 1 year,retired,11-01-2021,11-01-2021,11-02-2021,215085,A5, 36 months,38100,0.131,264.71,0.0838,8400,10,9529
08-01-2021,224614,medical,Not Verified,C,RENT,NY,Fully Paid,2 years,Credit Suisse,16-01-2021,11-02-2021,11-03-2021,224538,C4, 36 months,200000,0.1546,231.57,0.1172,15000,26,8336
08-01-2021,210778,moving,Not Verified,B,RENT,CA,Fully Paid,4 years,Rowland USD,14-07-2021,09-06-2021,09-07-2021,210769,B4, 36 months,48000,0,97,0.1014,3000,6,3329
08-01-2021,197019,other,Not Verified,B,MORTGAGE,MD,Charged Off,4 years,Fannie Mae,16-05-2021,09-12-2021,09-01-2022,197013,B3, 36 months,112000,0.1346,87.88,0.0933,2750,16,2092
08-01-2021,235269,other,Not Verified,A,RENT,VA,Charged Off,1 year,International Fund for Animal Welfare,16-04-2021,10-03-2021,10-04-2021,234484,A5, 36 months,64000,0.0525,567.22,0.0838,18000,6,13270
08-01-2021,196428,other,Not Verified,C,RENT,CA,Charged Off,< 1 year,Mel Cotton's,16-05-2021,09-08-2021,09-09-2021,189204,C4, 36 months,19800,0.2303,155.19,0.1122,4725,7,3793
08-01-2021,196559,other,Not Verified,A,MORTGAGE,OR,Fully Paid,1 year,Oregon State University,10-10-2021,10-10-2021,10-11-2021,185681,A1, 36 months,60600,0.0119,92.8,0.0712,3000,18,3335
08-01-2021,216181,other,Not Verified,A,MORTGAGE,VT,Fully Paid,10+ years,Lam Research,11-01-2021,11-01-2021,11-02-2021,216160,A3, 36 months,115500,0.0289,312.22,0.0775,10000,18,11240
08-01-2021,201479,other,Not Verified,A,MORTGAGE,CA,Fully Paid,< 1 year,Retired,11-01-2021,11-01-2021,11-02-2021,201440,A2, 36 months,60000,0.0172,217.52,0.0743,7000,76,7831
08-01-2021,206839,other,Not Verified,A,MORTGAGE,SC,Fully Paid,< 1 year,self,16-04-2021,09-10-2021,09-11-2021,205197,A2, 36 months,67992,0.0999,62.15,0.0743,2000,32,2193
08-01-2021,198952,other,Not Verified,A,MORTGAGE,NC,Fully Paid,10+ years,Bank of America Corp.,08-08-2021,08-06-2021,08-07-2021,198937,A2, 36 months,522000,0.0245,77.69,0.0743,2500,44,2574
08-01-2021,213846,other,Not Verified,C,MORTGAGE,FL,Fully Paid,< 1 year,Structured Asset Services,10-11-2021,08-03-2021,08-04-2021,208394,C1, 36 months,38000,0.1484,79.96,0.1078,2450,28,2494
08-01-2021,195618,other,Not Verified,D,MORTGAGE,NY,Fully Paid,10+ years,ubs,10-05-2021,10-05-2021,10-06-2021,194605,D2, 36 months,120000,0.0681,199.78,0.1217,6000,11,7104
08-01-2021,207148,other,Not Verified,A,OWN,LA,Fully Paid,1 year,Forest Best Western,16-04-2021,11-01-2021,11-02-2021,207023,A5, 36 months,19800,0.0236,66.18,0.0838,2100,4,2382
08-01-2021,199055,other,Not Verified,B,OWN,GA,Fully Paid,3 years,Self-employed,16-05-2021,11-01-2021,11-02-2021,197916,B4, 36 months,120000,0.0871,97,0.1014,3000,15,3492
08-01-2021,220023,other,Not Verified,A,RENT,IA,Fully Paid,4 years,MIDWEST INSURANCE COMPANY,10-08-2021,10-09-2021,10-10-2021,219944,A1, 36 months,35000,0.1159,57.23,0.0712,1850,47,2053
08-01-2021,242452,other,Not Verified,A,RENT,NY,Fully Paid,< 1 year,,15-11-2021,11-03-2021,11-04-2021,242440,A5, 36 months,18000,0.1438,101.21,0.0863,3200,4,3644
08-01-2021,224894,other,Not Verified,B,RENT,MD,Fully Paid,3 years,Shore Health System,16-05-2021,10-08-2021,10-09-2021,168432,B4, 36 months,50000,0.0878,258.67,0.1014,8000,8,9252
08-01-2021,216013,other,Not Verified,B,RENT,GA,Fully Paid,10+ years,burger king,15-08-2021,11-01-2021,11-02-2021,215970,B2, 36 months,32496,0.1584,230.68,0.0951,7200,7,8304
08-01-2021,197225,other,Not Verified,B,RENT,NY,Fully Paid,3 years,Crunch Fitness,16-05-2021,11-01-2021,11-02-2021,197115,B2, 36 months,120000,0.0428,381.66,0.0901,12000,19,13784
08-01-2021,231540,other,Not Verified,C,RENT,NV,Fully Paid,1 year,UNLV,11-01-2021,11-02-2021,11-03-2021,231171,C3, 36 months,73000,0.2101,59.28,0.1141,1800,25,2134
08-01-2021,215577,other,Not Verified,C,RENT,TX,Fully Paid,6 years,Walmart Distribution Center,11-01-2021,11-01-2021,11-02-2021,215185,C1, 36 months,36000,0.0793,293.72,0.1078,9000,10,10574
08-01-2021,211126,other,Not Verified,C,RENT,NY,Fully Paid,6 years,Wegmans Food Markets,10-02-2021,09-12-2021,09-01-2022,211085,C4, 36 months,39270,0.172,72.78,0.1172,2200,6,2558
08-01-2021,202406,other,Not Verified,D,RENT,TX,Fully Paid,6 years,Konica Minolta Business Solutions USA Inc,16-04-2021,11-01-2021,11-02-2021,202401,D5, 36 months,49500,0.0121,339.94,0.1362,10000,9,12238
08-01-2021,206360,other,Not Verified,D,RENT,NY,Fully Paid,6 years,R and B development,16-05-2021,11-01-2021,11-02-2021,206195,D1, 36 months,17280,0.0458,240.39,0.1236,7200,3,8654
08-01-2021,192299,other,Not Verified,D,RENT,CA,Fully Paid,7 years,United States Air Force,14-11-2021,10-11-2021,10-12-2021,190578,D4, 36 months,97188,0.1243,537.57,0.128,16000,19,19362
08-01-2021,211133,other,Not Verified,C,RENT,VA,Fully Paid,< 1 year,Global Travel International -and- Global Domains International,09-07-2021,09-07-2021,09-08-2021,210644,C3, 36 months,19500,0.0369,16.47,0.1141,500,15,583
08-01-2021,178977,small business,Not Verified,B,MORTGAGE,NJ,Charged Off,4 years,borgata casino,16-05-2021,08-10-2021,08-11-2021,175577,B4, 36 months,75000,0.1706,802.47,0.0964,25000,55,7222
08-01-2021,226780,small business,Not Verified,C,MORTGAGE,CA,Charged Off,10+ years,"Stonebrook Studio, Inc. own business",16-05-2021,09-06-2021,09-07-2021,226351,C1, 36 months,80000,0.0756,365.51,0.1078,11200,14,4786
08-01-2021,203532,small business,Not Verified,D,MORTGAGE,TX,Charged Off,< 1 year,Houston Electric,09-12-2021,08-06-2021,08-07-2021,203522,D1, 36 months,48000,0.0085,701.12,0.1236,21000,4,3505
08-01-2021,220873,small business,Not Verified,D,OWN,TX,Charged Off,10+ years,Kaanapali Investments,09-12-2021,09-07-2021,09-08-2021,220762,D4, 36 months,120000,0.0631,338.39,0.133,10000,16,5233
08-01-2021,200805,small business,Not Verified,E,RENT,CA,Charged Off,2 years,First Federal Bank of California,09-10-2021,08-11-2021,08-12-2021,200788,E1, 36 months,38000,0.2072,170.72,0.1393,5000,21,1879
08-01-2021,216698,small business,Not Verified,B,MORTGAGE,IL,Fully Paid,3 years,THe University of Illinois,08-12-2021,08-11-2021,08-12-2021,174214,B5, 36 months,26000,0.1417,16.25,0.1046,500,28,526
08-01-2021,234707,small business,Not Verified,B,MORTGAGE,TX,Fully Paid,10+ years,"PhotoFX, Inc.",10-12-2021,10-12-2021,10-01-2022,234673,B1, 36 months,237000,0.027,669.76,0.092,21000,24,24096
08-01-2021,214572,small business,Not Verified,B,MORTGAGE,OH,Fully Paid,5 years,Herald Printing,10-03-2021,10-03-2021,10-04-2021,214566,B2, 36 months,65000,0.0214,800.95,0.0951,25000,13,28496
08-01-2021,232302,small business,Not Verified,B,MORTGAGE,GA,Fully Paid,9 years,Webgophers Inc,11-01-2021,11-02-2021,11-03-2021,232232,B3, 36 months,72000,0.0898,804.69,0.0983,25000,41,28969
08-01-2021,210194,small business,Not Verified,C,MORTGAGE,MD,Fully Paid,3 years,Cybercore Technologies,16-05-2021,11-01-2021,11-02-2021,210137,C5, 36 months,63000,0.125,126.29,0.1204,3800,20,4546
08-01-2021,197959,small business,Not Verified,B,OWN,WI,Fully Paid,< 1 year,Sterling Aviation,16-05-2021,11-01-2021,11-02-2021,197950,B4, 36 months,40000,0.0405,481.48,0.0964,15000,6,17333
08-01-2021,227383,small business,Not Verified,A,RENT,OR,Fully Paid,3 years,Self -employed,11-01-2021,11-02-2021,11-03-2021,227145,A3, 36 months,24000,0.101,337.19,0.0775,10800,27,12202
08-01-2021,193452,small business,Not Verified,A,RENT,CA,Fully Paid,< 1 year,Telasic Communications,16-03-2021,11-01-2021,11-02-2021,191101,A5, 36 months,107000,0.0228,315.12,0.0838,10000,25,11344
08-01-2021,217100,small business,Not Verified,G,RENT,CA,Fully Paid,10+ years,E & J Hauling,10-12-2021,10-09-2021,10-10-2021,217064,G5, 36 months,84000,0.2304,504.13,0.1836,24625,38,18069
08-01-2021,223308,small business,Not Verified,C,MORTGAGE,NJ,Fully Paid,1 year,Tradelink,11-02-2021,11-02-2021,11-03-2021,223192,C1, 36 months,85000,0.0178,244.76,0.1078,7500,24,8827
08-01-2021,242695,vacation,Not Verified,B,MORTGAGE,CA,Fully Paid,< 1 year,,13-12-2021,10-05-2021,10-06-2021,242682,B5, 36 months,7904.04,0.0304,16.31,0.1071,500,6,580
08-01-2021,218343,wedding,Not Verified,C,MORTGAGE,NY,Charged Off,10+ years,Social Security Administration (SSA),10-03-2021,09-11-2021,09-12-2021,218321,C1, 36 months,11029,0.1915,70.17,0.1078,2150,8,1518
08-01-2021,237776,wedding,Not Verified,A,MORTGAGE,OH,Fully Paid,10+ years,Cincinnati Insurance Companies,11-02-2021,11-02-2021,11-03-2021,234342,A2, 36 months,33000,0.1004,217.52,0.0743,7000,30,7831
08-01-2021,217987,wedding,Not Verified,C,OWN,VA,Fully Paid,2 years,Verizon,11-01-2021,11-01-2021,11-02-2021,216798,C1, 36 months,32000,0.0038,130.54,0.1078,4000,5,4699
08-01-2021,208827,wedding,Not Verified,A,RENT,NJ,Fully Paid,2 years,Bank of New York Mellon,11-01-2021,11-01-2021,11-02-2021,207594,A5, 36 months,69600,0.1403,315.12,0.0838,10000,24,11344
08-01-2021,237880,wedding,Not Verified,B,RENT,CA,Fully Paid,8 years,First Advantage,15-12-2021,11-01-2021,11-02-2021,235838,B3, 36 months,64000,0.0058,241.41,0.0983,7500,19,8689
08-01-2021,217723,wedding,Not Verified,B,RENT,OH,Fully Paid,4 years,CIT Company,11-01-2021,11-01-2021,11-02-2021,214389,B4, 36 months,84000,0.1986,485,0.1014,15000,19,17460
09-01-2021,373881,car,Not Verified,A,MORTGAGE,TX,Fully Paid,1 year,Jesuit College Preparatory School,11-02-2021,11-02-2021,11-03-2021,394401,A2, 36 months,40308,0.0578,155.96,0.0768,5000,19,5422
09-01-2021,375143,car,Not Verified,A,MORTGAGE,NJ,Fully Paid,< 1 year,United Natural Food Inc,14-04-2021,12-02-2021,12-03-2021,397032,A2, 36 months,105000,0.1409,155.96,0.0768,5000,38,5614
09-01-2021,372096,car,Not Verified,B,MORTGAGE,CA,Fully Paid,7 years,South San Francisco Fire Department,11-04-2021,11-04-2021,11-05-2021,390612,B3, 36 months,120000,0.1451,82.54,0.1158,2500,27,2975
09-01-2021,371814,car,Not Verified,A,RENT,HI,Fully Paid,6 years,Hawaii Agriculture Research Center,12-05-2021,10-03-2021,10-04-2021,390093,A4, 36 months,60000,0.0178,319.47,0.0932,10000,30,10911
09-01-2021,370875,car,Not Verified,A,RENT,CA,Fully Paid,4 years,mercury insurance,13-10-2021,12-01-2021,12-02-2021,388091,A5, 36 months,39996,0.0918,208.62,0.0963,6500,25,7510
09-01-2021,372872,car,Not Verified,B,RENT,OH,Fully Paid,3 years,Nationwide Mutual Insurance Company,12-01-2021,12-01-2021,12-02-2021,392123,B2, 36 months,36100,0.014,276.06,0.1126,8400,4,9938
09-01-2021,369880,car,Verified,B,MORTGAGE,CA,Fully Paid,4 years,ARCADIS,11-09-2021,09-09-2021,09-10-2021,386125,B4, 36 months,84240,0.1033,464.3,0.1189,14000,15,14910
09-01-2021,372825,car,Verified,A,RENT,MS,Fully Paid,8 years,Office Depot,10-05-2021,10-06-2021,10-07-2021,392055,A3, 36 months,27996,0.0784,115.95,0.08,3700,10,4004
09-01-2021,370963,car,Verified,A,RENT,NJ,Fully Paid,4 years,Princeton University,12-01-2021,12-01-2021,12-02-2021,382507,A5, 36 months,30500,0.144,96.29,0.0963,3000,21,3466
09-01-2021,373982,car,Verified,B,MORTGAGE,CA,Fully Paid,1 year,Herman Cook Volkswagen,12-01-2021,12-02-2021,12-03-2021,394029,B3, 36 months,75333,0.0981,495.21,0.1158,15000,20,17827
09-01-2021,370326,credit card,Not Verified,A,MORTGAGE,WA,Charged Off,1 year,Jobfox Inc.,16-05-2021,09-10-2021,09-11-2021,387072,A5, 36 months,110000,0.1841,288.85,0.0963,9000,19,1843
09-01-2021,370889,credit card,Not Verified,A,RENT,FL,Charged Off,1 year,Ranger Construction Inc.,16-05-2021,10-07-2021,10-08-2021,388110,A4, 36 months,54000,0.066,95.85,0.0932,3000,30,1718
09-01-2021,370883,credit card,Not Verified,B,RENT,FL,Charged Off,1 year,School District of Palm Beach County,16-05-2021,10-07-2021,10-08-2021,388096,B4, 36 months,37000,0.2063,99.5,0.1189,3000,24,1785
09-01-2021,371025,credit card,Not Verified,B,MORTGAGE,OH,Charged Off,3 years,"City of Akron, Ohio",11-04-2021,10-10-2021,10-11-2021,388352,B3, 36 months,30992,0.0689,264.11,0.1158,8000,33,5537
09-01-2021,372144,credit card,Not Verified,A,MORTGAGE,SC,Fully Paid,10+ years,SC Law Enforcement Division,16-05-2021,11-12-2021,11-01-2022,390712,A5, 36 months,60000,0.1124,320.95,0.0963,10000,28,11551
09-01-2021,375368,credit card,Not Verified,A,MORTGAGE,WI,Fully Paid,10+ years,Wisconsin Dept. of Corrections,14-03-2021,11-10-2021,11-11-2021,397222,A5, 36 months,45000,0.0816,417.23,0.0963,13000,27,14987
09-01-2021,373547,credit card,Not Verified,A,MORTGAGE,IL,Fully Paid,4 years,MRK Express Inc,10-08-2021,09-12-2021,09-01-2022,393679,A5, 36 months,76800,0,320.95,0.0963,10000,21,10714
09-01-2021,372839,credit card,Not Verified,B,MORTGAGE,MI,Fully Paid,7 years,u of m,09-02-2021,09-02-2021,09-03-2021,392099,B3, 36 months,69000,0.2186,495.21,0.1158,15000,39,15145
09-01-2021,371681,credit card,Not Verified,B,MORTGAGE,FL,Fully Paid,5 years,OSI Restaurant Partners,16-05-2021,11-09-2021,11-10-2021,389800,B5, 36 months,77000,0.1496,499.73,0.1221,15000,37,17940
09-01-2021,373952,credit card,Not Verified,C,MORTGAGE,MN,Fully Paid,1 year,"Aquatic Sales Solutions, Inc",10-02-2021,10-03-2021,10-04-2021,394526,C3, 36 months,53000,0.0552,195.87,0.1316,5800,4,6464
09-01-2021,372953,credit card,Not Verified,D,MORTGAGE,NY,Fully Paid,10+ years,u s sugar co,16-04-2021,12-01-2021,12-02-2021,392327,D4, 36 months,55000,0.1695,520.37,0.1505,15000,20,18733
09-01-2021,371823,credit card,Not Verified,D,MORTGAGE,CA,Fully Paid,6 years,"Alternative Office Solutions, Inc.",14-08-2021,11-12-2021,11-01-2022,390101,D3, 36 months,50000,0.1394,155.42,0.1474,4500,9,5519
09-01-2021,373560,credit card,Not Verified,A,OTHER,MS,Fully Paid,2 years,BancorpSouth,15-05-2021,10-10-2021,10-11-2021,393709,A5, 36 months,68000,0.1911,231.08,0.0963,7200,39,8054
09-01-2021,374765,credit card,Not Verified,C,OWN,NJ,Fully Paid,3 years,SALVATORE MILELLI,15-06-2021,11-02-2021,11-03-2021,396307,C1, 36 months,50000,0.1541,301.2,0.1253,9000,10,10339
09-01-2021,371775,credit card,Not Verified,A,RENT,CA,Fully Paid,1 year,Redwood City School District,11-01-2021,11-01-2021,11-02-2021,390009,A3, 36 months,43000,0.086,100.28,0.08,3200,16,3559
09-01-2021,373988,credit card,Not Verified,A,RENT,FL,Fully Paid,2 years,Lakeland Regional Medical Center,11-09-2021,11-10-2021,11-11-2021,394594,A5, 36 months,55000,0.1656,481.42,0.0963,15000,28,17152
09-01-2021,374259,credit card,Not Verified,C,RENT,AL,Fully Paid,10+ years,US Air Force,16-05-2021,12-02-2021,12-03-2021,387938,C1, 36 months,93000,0.1935,368.13,0.1253,11000,25,13253
09-01-2021,373183,credit card,Source Verified,A,RENT,CA,Fully Paid,< 1 year,Citysearch,12-01-2021,12-01-2021,12-02-2021,392879,A4, 36 months,110000,0.1029,319.47,0.0932,10000,19,11501
09-01-2021,372621,credit card,Source Verified,A,RENT,DC,Fully Paid,1 year,Blackboard,16-05-2021,11-03-2021,11-04-2021,391646,A3, 36 months,70000,0.0259,180.19,0.08,5750,20,6422
09-01-2021,373081,credit card,Source Verified,B,RENT,CA,Fully Paid,< 1 year,"MEDomics, LLC",15-10-2021,12-01-2021,12-02-2021,392643,B3, 36 months,100000,0.237,495.21,0.1158,15000,31,17827
09-01-2021,370854,credit card,Verified,A,MORTGAGE,TX,Fully Paid,1 year,Siemens,10-06-2021,10-06-2021,10-07-2021,387660,A2, 36 months,94000,0.1529,155.96,0.0768,5000,42,5275
09-01-2021,371182,credit card,Verified,B,MORTGAGE,MI,Fully Paid,2 years,Analysts Inernational,12-01-2021,12-01-2021,12-02-2021,388630,B4, 36 months,70000,0.2124,296.82,0.1189,8950,43,10685
09-01-2021,370342,credit card,Verified,B,MORTGAGE,CA,Fully Paid,5 years,"Visa, Inc.",11-02-2021,11-02-2021,11-03-2021,387102,B2, 36 months,165000,0.1001,407.51,0.1126,12400,42,14428
09-01-2021,372193,credit card,Verified,B,MORTGAGE,CA,Fully Paid,7 years,Compuware Corp.,14-04-2021,11-09-2021,11-10-2021,390781,B4, 36 months,111000,0.0192,276.92,0.1189,8350,27,9961
09-01-2021,369529,credit card,Verified,C,MORTGAGE,NV,Fully Paid,1 year,Symantec Corporation,12-01-2021,12-01-2021,12-02-2021,385442,C2, 36 months,130000,0.1062,285.76,0.1284,8500,21,10287
09-01-2021,370340,credit card,Verified,C,MORTGAGE,CA,Fully Paid,< 1 year,,12-11-2021,09-04-2021,09-05-2021,387111,C1, 36 months,50000,0.1442,187.42,0.1253,5600,30,5692
09-01-2021,371172,credit card,Verified,C,MORTGAGE,AZ,Fully Paid,1 year,TATA Consultancy,11-03-2021,09-07-2021,09-08-2021,388581,C1, 36 months,128500,0.1616,502,0.1253,15000,29,15885
09-01-2021,372419,credit card,Verified,C,MORTGAGE,VA,Fully Paid,8 years,Best Buy Co. Inc.,15-11-2021,11-04-2021,11-05-2021,391221,C4, 36 months,80000,0.2111,441,0.1347,13000,31,15596
09-01-2021,373052,credit card,Verified,A,RENT,AR,Fully Paid,< 1 year,school district,11-01-2021,11-01-2021,11-02-2021,392582,A5, 36 months,39000,0.1157,481.42,0.0963,15000,12,16993
09-01-2021,371710,credit card,Verified,B,RENT,CA,Fully Paid,6 years,"Brinker Corp, Romano's Macaroni Grill",16-05-2021,12-01-2021,12-02-2021,389863,B4, 36 months,28000,0.1611,169.14,0.1189,5100,25,6089
09-01-2021,348176,credit card,Verified,C,RENT,LA,Fully Paid,3 years,LPL Financial,11-11-2021,11-11-2021,11-12-2021,349128,C5, 36 months,48000,0.1664,306.68,0.1379,9000,13,11030
09-01-2021,372668,credit card,Verified,D,RENT,OH,Fully Paid,4 years,Premier Academy,09-12-2021,09-12-2021,09-01-2022,391731,D1, 36 months,159996,0.0684,171.15,0.1411,5000,35,5571
09-01-2021,374254,credit card,Verified,D,RENT,AZ,Fully Paid,7 years,San Carlos Irrigation Project,14-02-2021,10-01-2021,10-02-2021,390470,D2, 36 months,100896,0.1122,515.74,0.1442,15000,16,16886
09-01-2021,371347,credit card,Verified,D,RENT,CA,Fully Paid,8 years,American Cleaners & Laundry Inc.,12-01-2021,12-02-2021,12-03-2021,389080,D2, 36 months,70000,0.137,515.74,0.1442,15000,11,18567
09-01-2021,371700,credit card,Verified,D,RENT,CA,Fully Paid,2 years,Mark and Joy Remley,16-05-2021,11-02-2021,11-03-2021,389844,D4, 36 months,40000,0.2064,346.92,0.1505,10000,28,12169
09-01-2021,370042,credit card,Verified,E,RENT,CA,Fully Paid,9 years,Deloitte Tax LLP,14-10-2021,12-05-2021,12-06-2021,386491,E3, 36 months,150000,0.0655,529.71,0.1632,15000,34,19953
09-01-2021,374485,credit card,Verified,F,RENT,FL,Fully Paid,2 years,Genesys Telecommunications Laboratories,12-02-2021,12-03-2021,12-04-2021,395698,F1, 36 months,135000,0.0933,500.98,0.1726,14000,13,18060
09-01-2021,370339,Debt consolidation,Not Verified,B,MORTGAGE,NV,Charged Off,2 years,leslies pools,16-05-2021,11-08-2021,11-09-2021,387115,B4, 36 months,60000,0.1724,265.32,0.1189,8000,18,8172
09-01-2021,370940,Debt consolidation,Not Verified,C,MORTGAGE,SC,Charged Off,4 years,Mecklenburg County,16-05-2021,09-04-2021,09-05-2021,385019,C3, 36 months,76000,0.219,506.56,0.1316,15000,40,1519
09-01-2021,375241,Debt consolidation,Not Verified,C,MORTGAGE,CA,Charged Off,8 years,Kaiser Permanente,11-06-2021,11-01-2021,11-02-2021,397276,C3, 36 months,81000,0.205,405.25,0.1316,12000,17,9541
09-01-2021,370631,Debt consolidation,Not Verified,C,MORTGAGE,MO,Charged Off,< 1 year,ARCO Construction,16-05-2021,10-05-2021,10-06-2021,387653,C1, 36 months,43000,0.0927,284.47,0.1253,8500,24,4546
09-01-2021,370696,Debt consolidation,Not Verified,A,RENT,DC,Charged Off,10+ years,World Bank,16-05-2021,11-04-2021,11-05-2021,387768,A5, 36 months,70000,0.0631,320.95,0.0963,10000,41,8656
09-01-2021,370869,Debt consolidation,Not Verified,D,RENT,CA,Charged Off,7 years,santa clara unifed school district,16-05-2021,10-05-2021,10-06-2021,388079,D4, 36 months,51063,0.1506,260.19,0.1505,7500,31,4158
09-01-2021,374536,Debt consolidation,Not Verified,D,RENT,CO,Charged Off,2 years,J&S Electric LLC,16-05-2021,11-02-2021,11-03-2021,395814,D1, 36 months,60000,0.1402,513.44,0.1411,15000,10,12316
09-01-2021,371908,Debt consolidation,Not Verified,B,RENT,CA,Charged Off,1 year,Iris International,16-05-2021,10-09-2021,10-10-2021,390269,B5, 36 months,69000,0.1814,53.31,0.1221,1600,18,1063
09-01-2021,373257,Debt consolidation,Not Verified,D,RENT,NV,Charged Off,3 years,Green Florist,16-05-2021,09-12-2021,09-01-2022,393108,D1, 36 months,25000,0.1373,342.29,0.1411,10000,15,3762
09-01-2021,369514,Debt consolidation,Not Verified,A,MORTGAGE,NY,Fully Paid,7 years,County of Westchester,16-05-2021,11-04-2021,11-05-2021,385409,A4, 36 months,90000,0.0643,351.42,0.0932,11000,14,12532
09-01-2021,358509,Debt consolidation,Not Verified,A,MORTGAGE,MO,Fully Paid,9 years,Kohls Corp,16-05-2021,11-02-2021,11-03-2021,354449,A2, 36 months,28000,0.0557,124.77,0.0768,4000,23,4440
09-01-2021,375174,Debt consolidation,Not Verified,A,MORTGAGE,MI,Fully Paid,9 years,Blue Cross Blue Shield,09-06-2021,09-06-2021,09-07-2021,397100,A3, 36 months,90000,0.0897,125.35,0.08,4000,21,4103
09-01-2021,371615,Debt consolidation,Not Verified,A,MORTGAGE,MO,Fully Paid,1 year,SFS Architecture,15-09-2021,11-02-2021,11-03-2021,389646,A5, 36 months,43000,0.07,288.85,0.0963,9000,19,10251
09-01-2021,374666,Debt consolidation,Not Verified,A,MORTGAGE,CA,Fully Paid,1 year,Goodrich,09-08-2021,09-08-2021,09-09-2021,396089,A5, 36 months,51150,0.1253,231.08,0.0963,7200,11,7468
09-01-2021,371685,Debt consolidation,Not Verified,A,MORTGAGE,OK,Fully Paid,1 year,University of Central Oklahoma,15-07-2021,12-01-2021,12-02-2021,389813,A4, 36 months,36000,0.1073,255.58,0.0932,8000,42,9201
